sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
180,4,A,,taxRepresentativeAddressLine1,Text,0..1,,,syntax,sellerTaxRepresentativePostalAddress,A0180,/C0179/A0180,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeAddressLine1,invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeAddressLine1,,,invoice_sellerTaxRepresentativeParty_sellerTaxRepresentativePostalAddress_taxRepresentativeAddressLine1,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:StreetName
181,4,A,,taxRepresentativeAddressLine2,Text,0..1,,,syntax,sellerTaxRepresentativePostalAddress,A0181,/C0179/A0181,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeAddressLine2,invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeAddressLine2,,,invoice_sellerTaxRepresentativeParty_sellerTaxRepresentativePostalAddress_taxRepresentativeAddressLine2,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:AdditionalStreetName
182,4,A,,taxRepresentativeAddressLine3,Text,0..1,,,syntax,sellerTaxRepresentativePostalAddress,A0182,/C0179/A0182,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeAddressLine3,invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeAddressLine3,,,invoice_sellerTaxRepresentativeParty_sellerTaxRepresentativePostalAddress_taxRepresentativeAddressLine3,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:AddressLine/cbc:Line
183,4,A,,taxRepresentativeCity,Text,0..1,,,syntax,sellerTaxRepresentativePostalAddress,A0183,/C0179/A0183,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeCity,invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeCity,,,invoice_sellerTaxRepresentativeParty_sellerTaxRepresentativePostalAddress_taxRepresentativeCity,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:CityName
184,4,A,,taxRepresentativePostCode,Text,0..1,,,syntax,sellerTaxRepresentativePostalAddress,A0184,/C0179/A0184,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativePostCode,invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativePostCode,,,invoice_sellerTaxRepresentativeParty_sellerTaxRepresentativePostalAddress_taxRepresentativePostCode,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:PostalZone
185,4,A,,taxRepresentativeCountrySubdivision,Text,0..1,,,syntax,sellerTaxRepresentativePostalAddress,A0185,/C0179/A0185,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeCountrySubdivision,invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeCountrySubdivision,,,invoice_sellerTaxRepresentativeParty_sellerTaxRepresentativePostalAddress_taxRepresentativeCountrySubdivision,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:CountrySubentity
186,4,A,,taxRepresentativeCountryCode,Text,0..1,,,syntax,sellerTaxRepresentativePostalAddress,A0186,/C0179/A0186,$.invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeCountryCode,invoice.sellerTaxRepresentativeParty.sellerTaxRepresentativePostalAddress.taxRepresentativeCountryCode,,,invoice_sellerTaxRepresentativeParty_sellerTaxRepresentativePostalAddress_taxRepresentativeCountryCode,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:Country/cbc:IdentificationCode
187,3,A,,deliverToPartyName,Text,0..1,,,syntax,deliveryInformation,A0187,/C0045/A0187,$.invoice.deliveryInformation.deliverToPartyName,invoice.deliveryInformation.deliverToPartyName,,,invoice_deliveryInformation_deliverToPartyName,/Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName/cbc:Name
188,3,A,,deliverToLocationIdentifier,Text,0..1,,,syntax,deliveryInformation,A0188,/C0045/A0188,$.invoice.deliveryInformation.deliverToLocationIdentifier,invoice.deliveryInformation.deliverToLocationIdentifier,,,invoice_deliveryInformation_deliverToLocationIdentifier,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:ID
189,2,A,,invoicingPeriod,Text,0..1,,,syntax,invoice,A0189,/C0001/A0189,$.invoice.invoicingPeriod,invoice.invoicingPeriod,,,invoice_invoicingPeriod,/Invoice/cac:InvoicePeriod
190,2,C,,invoicingPeriod,,1..*,,,syntax,invoicingPeriod,C0190,/C0001/C0190,$.invoice.invoicingPeriod,invoice.invoicingPeriod,,,invoicingPeriod,
191,3,A,,invoicingPeriodStartDate,Text,0..1,,,syntax,invoicingPeriod,A0191,/C0190/A0191,$.invoice.invoicingPeriod.invoicingPeriodStartDate,invoice.invoicingPeriod.invoicingPeriodStartDate,,,invoice_invoicingPeriod_invoicingPeriodStartDate,/Invoice/cac:InvoicePeriod/cbc:StartDate
192,3,A,,invoicingPeriodEndDate,Text,0..1,,,syntax,invoicingPeriod,A0192,/C0190/A0192,$.invoice.invoicingPeriod.invoicingPeriodEndDate,invoice.invoicingPeriod.invoicingPeriodEndDate,,,invoice_invoicingPeriod_invoicingPeriodEndDate,/Invoice/cac:InvoicePeriod/cbc:EndDate
193,3,A,,deliverToAddress,Text,0..1,,,syntax,deliveryInformation,A0193,/C0045/A0193,$.invoice.deliveryInformation.deliverToAddress,invoice.deliveryInformation.deliverToAddress,,,invoice_deliveryInformation_deliverToAddress,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address
194,3,C,,deliverToAddress,,1..*,,,syntax,deliverToAddress,C0194,/C0001/C0045/C0194,$.invoice.deliveryInformation.deliverToAddress,invoice.deliveryInformation.deliverToAddress,,,deliverToAddress,
195,4,A,,deliverToAddressLine1,Text,0..1,,,syntax,deliverToAddress,A0195,/C0194/A0195,$.invoice.deliveryInformation.deliverToAddress.deliverToAddressLine1,invoice.deliveryInformation.deliverToAddress.deliverToAddressLine1,,,invoice_deliveryInformation_deliverToAddress_deliverToAddressLine1,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:StreetName
196,4,A,,deliverToAddressLine2,Text,0..1,,,syntax,deliverToAddress,A0196,/C0194/A0196,$.invoice.deliveryInformation.deliverToAddress.deliverToAddressLine2,invoice.deliveryInformation.deliverToAddress.deliverToAddressLine2,,,invoice_deliveryInformation_deliverToAddress_deliverToAddressLine2,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:AdditionalStreetName
197,4,A,,deliverToAddressLine3,Text,0..1,,,syntax,deliverToAddress,A0197,/C0194/A0197,$.invoice.deliveryInformation.deliverToAddress.deliverToAddressLine3,invoice.deliveryInformation.deliverToAddress.deliverToAddressLine3,,,invoice_deliveryInformation_deliverToAddress_deliverToAddressLine3,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine/cbc:Line
198,4,A,,deliverToCity,Text,0..1,,,syntax,deliverToAddress,A0198,/C0194/A0198,$.invoice.deliveryInformation.deliverToAddress.deliverToCity,invoice.deliveryInformation.deliverToAddress.deliverToCity,,,invoice_deliveryInformation_deliverToAddress_deliverToCity,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CityName
199,4,A,,deliverToPostCode,Text,0..1,,,syntax,deliverToAddress,A0199,/C0194/A0199,$.invoice.deliveryInformation.deliverToAddress.deliverToPostCode,invoice.deliveryInformation.deliverToAddress.deliverToPostCode,,,invoice_deliveryInformation_deliverToAddress_deliverToPostCode,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:PostalZone
200,4,A,,deliverToCountrySubdivision,Text,0..1,,,syntax,deliverToAddress,A0200,/C0194/A0200,$.invoice.deliveryInformation.deliverToAddress.deliverToCountrySubdivision,invoice.deliveryInformation.deliverToAddress.deliverToCountrySubdivision,,,invoice_deliveryInformation_deliverToAddress_deliverToCountrySubdivision,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CountrySubentity
201,4,A,,deliverToCountryCode,Text,0..1,,,syntax,deliverToAddress,A0201,/C0194/A0201,$.invoice.deliveryInformation.deliverToAddress.deliverToCountryCode,invoice.deliveryInformation.deliverToAddress.deliverToCountryCode,,,invoice_deliveryInformation_deliverToAddress_deliverToCountryCode,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country/cbc:IdentificationCode
202,3,A,,paymentMeansText,Text,0..1,,,syntax,paymentInstructions,A0202,/C0048/A0202,$.invoice.paymentInstructions.paymentMeansText,invoice.paymentInstructions.paymentMeansText,,,invoice_paymentInstructions_paymentMeansText,/Invoice/cac:PaymentMeans/cbc:PaymentMeansCode/@name
203,4,A,,paymentAccountName,Text,0..1,,,syntax,paymentTerms,A0203,/C0051/A0203,$.invoice.paymentInstructions.paymentTerms.paymentAccountName,invoice.paymentInstructions.paymentTerms.paymentAccountName,,,invoice_paymentInstructions_paymentTerms_paymentAccountName,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:Name
204,4,A,,paymentServiceProviderIdentifier,Text,0..1,,,syntax,paymentTerms,A0204,/C0051/A0204,$.invoice.paymentInstructions.paymentTerms.paymentServiceProviderIdentifier,invoice.paymentInstructions.paymentTerms.paymentServiceProviderIdentifier,,,invoice_paymentInstructions_paymentTerms_paymentServiceProviderIdentifier,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cbc:ID
205,3,A,,paymentCardInformation,Text,0..1,,,syntax,paymentInstructions,A0205,/C0048/A0205,$.invoice.paymentInstructions.paymentCardInformation,invoice.paymentInstructions.paymentCardInformation,,,invoice_paymentInstructions_paymentCardInformation,/Invoice/cac:PaymentMeans/cac:CardAccount
206,3,C,,paymentCardInformation,,1..*,,,syntax,paymentCardInformation,C0206,/C0001/C0048/C0206,$.invoice.paymentInstructions.paymentCardInformation,invoice.paymentInstructions.paymentCardInformation,,,paymentCardInformation,
207,4,A,,paymentCardPrimaryAccountNumber,Text,0..1,,,syntax,paymentCardInformation,A0207,/C0206/A0207,$.invoice.paymentInstructions.paymentCardInformation.paymentCardPrimaryAccountNumber,invoice.paymentInstructions.paymentCardInformation.paymentCardPrimaryAccountNumber,,,invoice_paymentInstructions_paymentCardInformation_paymentCardPrimaryAccountNumber,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:PrimaryAccountNumberID
208,4,A,,paymentCardHolderName,Text,0..1,,,syntax,paymentCardInformation,A0208,/C0206/A0208,$.invoice.paymentInstructions.paymentCardInformation.paymentCardHolderName,invoice.paymentInstructions.paymentCardInformation.paymentCardHolderName,,,invoice_paymentInstructions_paymentCardInformation_paymentCardHolderName,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:HolderName
209,3,A,,directDebit,Text,0..1,,,syntax,paymentInstructions,A0209,/C0048/A0209,$.invoice.paymentInstructions.directDebit,invoice.paymentInstructions.directDebit,,,invoice_paymentInstructions_directDebit,/Invoice/cac:PaymentMeans
210,3,C,,directDebit,,1..*,,,syntax,directDebit,C0210,/C0001/C0048/C0210,$.invoice.paymentInstructions.directDebit,invoice.paymentInstructions.directDebit,,,directDebit,
211,4,A,,mandateReferenceIdentifier,Text,0..1,,,syntax,directDebit,A0211,/C0210/A0211,$.invoice.paymentInstructions.directDebit.mandateReferenceIdentifier,invoice.paymentInstructions.directDebit.mandateReferenceIdentifier,,,invoice_paymentInstructions_directDebit_mandateReferenceIdentifier,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:ID
212,4,A,,bankAssignedCreditorIdentifier,Text,0..1,,,syntax,directDebit,A0212,/C0210/A0212,$.invoice.paymentInstructions.directDebit.bankAssignedCreditorIdentifier,invoice.paymentInstructions.directDebit.bankAssignedCreditorIdentifier,,,invoice_paymentInstructions_directDebit_bankAssignedCreditorIdentifier,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification/cbc:ID
213,4,A,,debitedAccountIdentifier,Text,0..1,,,syntax,directDebit,A0213,/C0210/A0213,$.invoice.paymentInstructions.directDebit.debitedAccountIdentifier,invoice.paymentInstructions.directDebit.debitedAccountIdentifier,,,invoice_paymentInstructions_directDebit_debitedAccountIdentifier,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID
214,2,A,,additionalSupportingDocuments,Text,0..1,,,syntax,invoice,A0214,/C0001/A0214,$.invoice.additionalSupportingDocuments,invoice.additionalSupportingDocuments,,,invoice_additionalSupportingDocuments,/Invoice/cac:AdditionalDocumentReference
215,2,C,,additionalSupportingDocuments,,1..*,,,syntax,additionalSupportingDocuments,C0215,/C0001/C0215,$.invoice.additionalSupportingDocuments,invoice.additionalSupportingDocuments,,,additionalSupportingDocuments,
216,3,A,,supportingDocumentReference,Text,0..1,,,syntax,additionalSupportingDocuments,A0216,/C0215/A0216,$.invoice.additionalSupportingDocuments.supportingDocumentReference,invoice.additionalSupportingDocuments.supportingDocumentReference,,,invoice_additionalSupportingDocuments_supportingDocumentReference,/Invoice/cac:AdditionalDocumentReference/cbc:ID
217,3,A,,supportingDocumentDescription,Text,0..1,,,syntax,additionalSupportingDocuments,A0217,/C0215/A0217,$.invoice.additionalSupportingDocuments.supportingDocumentDescription,invoice.additionalSupportingDocuments.supportingDocumentDescription,,,invoice_additionalSupportingDocuments_supportingDocumentDescription,/Invoice/cac:AdditionalDocumentReference/cbc:DocumentDescription
218,3,A,,externalDocumentLocation,Text,0..1,,,syntax,additionalSupportingDocuments,A0218,/C0215/A0218,$.invoice.additionalSupportingDocuments.externalDocumentLocation,invoice.additionalSupportingDocuments.externalDocumentLocation,,,invoice_additionalSupportingDocuments_externalDocumentLocation,/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:URI
219,3,A,,attachedDocument,Text,0..1,,,syntax,additionalSupportingDocuments,A0219,/C0215/A0219,$.invoice.additionalSupportingDocuments.attachedDocument,invoice.additionalSupportingDocuments.attachedDocument,,,invoice_additionalSupportingDocuments_attachedDocument,/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject
220,3,A,,priceDetails,Text,0..1,,,syntax,invoiceLine,A0220,/C0079/A0220,$.invoice.invoiceLine.priceDetails,invoice.invoiceLine.priceDetails,,,invoice_invoiceLine_priceDetails,/Invoice/cac:InvoiceLine/cac:Price
221,4,A,,itemPriceDiscount,Text,0..1,,,syntax,priceDetails,A0221,/C0092/A0221,$.invoice.invoiceLine.priceDetails.itemPriceDiscount,invoice.invoiceLine.priceDetails.itemPriceDiscount,,,invoice_invoiceLine_priceDetails_itemPriceDiscount,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:Amount
222,4,A,,itemGrossPrice,Text,0..1,,,syntax,priceDetails,A0222,/C0092/A0222,$.invoice.invoiceLine.priceDetails.itemGrossPrice,invoice.invoiceLine.priceDetails.itemGrossPrice,,,invoice_invoiceLine_priceDetails_itemGrossPrice,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:BaseAmount
223,3,A,,lineVatInformation,Text,0..1,,,syntax,invoiceLine,A0223,/C0079/A0223,$.invoice.invoiceLine.lineVatInformation,invoice.invoiceLine.lineVatInformation,,,invoice_invoiceLine_lineVatInformation,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory
224,3,A,,itemInformation,Text,0..1,,,syntax,invoiceLine,A0224,/C0079/A0224,$.invoice.invoiceLine.itemInformation,invoice.invoiceLine.itemInformation,,,invoice_invoiceLine_itemInformation,/Invoice/cac:InvoiceLine/cac:Item
225,4,A,,itemBuyerIdentifier,Text,0..1,,,syntax,itemInformation,A0225,/C0085/A0225,$.invoice.invoiceLine.itemInformation.itemBuyerIdentifier,invoice.invoiceLine.itemInformation.itemBuyerIdentifier,,,invoice_invoiceLine_itemInformation_itemBuyerIdentifier,/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID
226,4,A,,itemStandardIdentifier,Text,0..1,,,syntax,itemInformation,A0226,/C0085/A0226,$.invoice.invoiceLine.itemInformation.itemStandardIdentifier,invoice.invoiceLine.itemInformation.itemStandardIdentifier,,,invoice_invoiceLine_itemInformation_itemStandardIdentifier,/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID
227,4,A,,itemClassificationIdentifier,Text,0..1,,,syntax,itemInformation,A0227,/C0085/A0227,$.invoice.invoiceLine.itemInformation.itemClassificationIdentifier,invoice.invoiceLine.itemInformation.itemClassificationIdentifier,,,invoice_invoiceLine_itemInformation_itemClassificationIdentifier,/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode
228,4,A,,itemCountryOfOrigin,Text,0..1,,,syntax,itemInformation,A0228,/C0085/A0228,$.invoice.invoiceLine.itemInformation.itemCountryOfOrigin,invoice.invoiceLine.itemInformation.itemCountryOfOrigin,,,invoice_invoiceLine_itemInformation_itemCountryOfOrigin,/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry/cbc:IdentificationCode
229,4,A,,itemAttributes,Text,0..1,,,syntax,itemInformation,A0229,/C0085/A0229,$.invoice.invoiceLine.itemInformation.itemAttributes,invoice.invoiceLine.itemInformation.itemAttributes,,,invoice_invoiceLine_itemInformation_itemAttributes,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty
230,4,C,,itemAttributes,,1..*,,,syntax,itemAttributes,C0230,/C0001/C0079/C0085/C0230,$.invoice.invoiceLine.itemInformation.itemAttributes,invoice.invoiceLine.itemInformation.itemAttributes,,,itemAttributes,
231,5,A,,itemAttributeName,Text,0..1,,,syntax,itemAttributes,A0231,/C0230/A0231,$.invoice.invoiceLine.itemInformation.itemAttributes.itemAttributeName,invoice.invoiceLine.itemInformation.itemAttributes.itemAttributeName,,,invoice_invoiceLine_itemInformation_itemAttributes_itemAttributeName,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Name
232,5,A,,itemAttributeValue,Text,0..1,,,syntax,itemAttributes,A0232,/C0230/A0232,$.invoice.invoiceLine.itemInformation.itemAttributes.itemAttributeValue,invoice.invoiceLine.itemInformation.itemAttributes.itemAttributeValue,,,invoice_invoiceLine_itemInformation_itemAttributes_itemAttributeValue,/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Value
