Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81
20210929,900321,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C004,Demo Customer Dawn,00,Out of scope,595770,0,1,D01,Demo Sales,4000,Demo Product Sales,C004,Demo Customer Dawn,B5,Taxable sale 10%,595770,54161,Synthetic demo credit sale 900321,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210929120000,C004,Demo Customer Dawn,,,,,,,C004,Demo Customer Dawn,,,,,,,,,,,,,,,
20210929,900333,21,0,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,203720,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C010,Demo Customer Juniper,00,Out of scope,203720,0,Synthetic demo customer receipt 900333,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210929120000,B001,Demo Central Bank,,,,,,,C010,Demo Customer Juniper,,,,,,,,,,,,,,,
20210929,900341,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C004,Demo Customer Dawn,00,Out of scope,285420,0,1,D01,Demo Sales,4020,Demo Other Operating Revenue,C004,Demo Customer Dawn,B5,Taxable sale 10%,285420,25947,Synthetic demo credit sale 900341,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210929120000,C004,Demo Customer Dawn,,,,,,,C004,Demo Customer Dawn,,,,,,,,,,,,,,,
20210930,900303,21,0,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,175050,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C010,Demo Customer Juniper,00,Out of scope,175050,0,Synthetic demo customer receipt 900303,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210930120000,B001,Demo Central Bank,,,,,,,C010,Demo Customer Juniper,,,,,,,,,,,,,,,
20210930,900305,21,0,1,D04,Demo Logistics,5020,Demo Inventory Adjustment,V006,Demo Vendor Prairie,Q5,Taxable purchase 10%,101790,9254,1,D04,Demo Logistics,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,101790,0,Synthetic demo purchase on account 900305,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210930120000,V006,Demo Vendor Prairie,,,,,,,V006,Demo Vendor Prairie,,,,,,,,,,,,,,,
20210930,900352,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C007,Demo Customer Grove,00,Out of scope,272770,0,1,D01,Demo Sales,4010,Demo Service Revenue,C007,Demo Customer Grove,B5,Taxable sale 10%,272770,24797,Synthetic demo credit sale 900352,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20210930120000,C007,Demo Customer Grove,,,,,,,C007,Demo Customer Grove,,,,,,,,,,,,,,,
20211001,900367,21,0,1,D01,Demo Sales,2000,Demo Accounts Payable,V008,Demo Vendor Rivulet,00,Out of scope,146200,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900367,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211001120000,V008,Demo Vendor Rivulet,,,,,,,,,,,,,,,,,,,,,,,
20211001,900367,21,0,1,D01,Demo Sales,2100,Demo Accrued Payables,V001,Demo Vendor Keystone,00,Out of scope,341150,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900367,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211001120000,V001,Demo Vendor Keystone,,,,,,,,,,,,,,,,,,,,,,,
20211001,900367,21,0,,,,,,,,,,,,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,341140,0,Synthetic demo multi-vendor settlement 900367,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211001120000,,,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20211001,900367,21,0,,,,,,,,,,,,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,146210,0,Synthetic demo multi-vendor settlement 900367,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211001120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20211001,900399,21,0,1,D05,Demo Digital Services,1400,Demo Prepaid Expenses,S004,Demo Logistics Services,00,Out of scope,202420,0,1,D05,Demo Digital Services,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,202420,0,Synthetic demo prepaid service 900399,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211001120000,S004,Demo Logistics Services,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20211002,900385,21,0,1,D04,Demo Logistics,5010,Demo Freight-in,V006,Demo Vendor Prairie,Q5,Taxable purchase 10%,36660,3333,1,D04,Demo Logistics,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,36660,0,Synthetic demo purchase on account 900385,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211002120000,V006,Demo Vendor Prairie,,,,,,,V006,Demo Vendor Prairie,,,,,,,,,,,,,,,
20211003,900383,21,0,1,D06,Demo Management,2200,Demo Short-term Loans,,,00,Out of scope,121570,0,1,D06,Demo Management,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,434210,0,Synthetic demo financing settlement 900383,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211003120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20211003,900383,21,0,1,D06,Demo Management,6070,Demo Bank Fees,B003,Harbor Demo Bank,00,Out of scope,243150,0,,,,,,,,,,,,Synthetic demo financing settlement 900383,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211003120000,B003,Harbor Demo Bank,,,,,,,,,,,,,,,,,,,,,,,
20211003,900383,21,0,1,D06,Demo Management,7000,Demo Taxes and Dues,,,P0,Non-taxable purchase,69490,0,,,,,,,,,,,,Synthetic demo financing settlement 900383,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211003120000,,,,,,,,,,,,,,,,,,,,,,,,,
20211003,900401,21,0,1,D01,Demo Sales,2000,Demo Accounts Payable,V002,Demo Vendor Lattice,00,Out of scope,231960,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900401,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211003120000,V002,Demo Vendor Lattice,,,,,,,,,,,,,,,,,,,,,,,
20211003,900401,21,0,1,D01,Demo Sales,2100,Demo Accrued Payables,V005,Demo Vendor Orchid,00,Out of scope,61670,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900401,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211003120000,V005,Demo Vendor Orchid,,,,,,,,,,,,,,,,,,,,,,,
20211003,900401,21,0,,,,,,,,,,,,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,138000,0,Synthetic demo multi-vendor settlement 900401,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211003120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20211003,900401,21,0,,,,,,,,,,,,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,155630,0,Synthetic demo multi-vendor settlement 900401,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211003120000,,,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20211004,900406,21,0,1,D04,Demo Logistics,5010,Demo Freight-in,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,333950,30359,1,D04,Demo Logistics,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,00,Out of scope,333950,0,Synthetic demo purchase on account 900406,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211004120000,V001,Demo Vendor Keystone,,,,,,,V001,Demo Vendor Keystone,,,,,,,,,,,,,,,
20211005,900395,21,0,1,D04,Demo Logistics,5020,Demo Inventory Adjustment,V006,Demo Vendor Prairie,Q5,Taxable purchase 10%,195440,17767,1,D04,Demo Logistics,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,195440,0,Synthetic demo purchase on account 900395,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211005120000,V006,Demo Vendor Prairie,,,,,,,V006,Demo Vendor Prairie,,,,,,,,,,,,,,,
20211006,900372,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C007,Demo Customer Grove,00,Out of scope,486740,0,1,D01,Demo Sales,4000,Demo Product Sales,C007,Demo Customer Grove,B5,Taxable sale 10%,486740,44249,Synthetic demo credit sale 900372,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211006120000,C007,Demo Customer Grove,,,,,,,C007,Demo Customer Grove,,,,,,,,,,,,,,,
20211006,900396,21,0,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,268710,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C007,Demo Customer Grove,00,Out of scope,80610,0,Synthetic demo combined customer receipt 900396,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211006120000,B001,Demo Central Bank,,,,,,,C007,Demo Customer Grove,,,,,,,,,,,,,,,
20211006,900396,21,0,,,,,,,,,,,,1,D01,Demo Sales,1200,Demo Accounts Receivable,C008,Demo Customer Halo,00,Out of scope,29550,0,Synthetic demo combined customer receipt 900396,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211006120000,,,,,,,,,C008,Demo Customer Halo,,,,,,,,,,,,,,,
20211006,900396,21,0,,,,,,,,,,,,1,D01,Demo Sales,1200,Demo Accounts Receivable,C009,Demo Customer Indigo,00,Out of scope,158550,0,Synthetic demo combined customer receipt 900396,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211006120000,,,,,,,,,C009,Demo Customer Indigo,,,,,,,,,,,,,,,
20211006,900408,21,0,1,D02,Demo Administration,6140,Demo Vehicle Expense,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,64460,5860,1,D02,Demo Administration,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,64460,0,Synthetic demo operating expense 900408,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211006120000,V001,Demo Vendor Keystone,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20211007,900364,21,0,1,D03,Demo Operations,6030,Demo Utilities,S002,Demo Energy Services,Q5,Taxable purchase 10%,330270,30025,1,D03,Demo Operations,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,524240,0,Synthetic demo operating cost bundle 900364,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211007120000,S002,Demo Energy Services,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20211007,900364,21,0,1,D03,Demo Operations,6040,Demo Communication,S003,Demo Network Services,Q5,Taxable purchase 10%,78630,7148,,,,,,,,,,,,Synthetic demo operating cost bundle 900364,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211007120000,S003,Demo Network Services,,,,,,,,,,,,,,,,,,,,,,,
20211007,900364,21,0,1,D03,Demo Operations,6060,Demo Office Supplies,V005,Demo Vendor Orchid,Q5,Taxable purchase 10%,115340,10485,,,,,,,,,,,,Synthetic demo operating cost bundle 900364,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211007120000,V005,Demo Vendor Orchid,,,,,,,,,,,,,,,,,,,,,,,
20211007,900380,21,0,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,146410,0,,,,,,,,,,,,Synthetic demo mixed sales and receipt 900380,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211007120000,B003,Harbor Demo Bank,,,,,,,,,,,,,,,,,,,,,,,
20211007,900380,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,00,Out of scope,78840,0,,,,,,,,,,,,Synthetic demo mixed sales and receipt 900380,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211007120000,C001,Demo Customer Aurora,,,,,,,,,,,,,,,,,,,,,,,
20211007,900380,21,0,,,,,,,,,,,,1,D01,Demo Sales,4000,Demo Product Sales,C002,Demo Customer Birch,B5,Taxable sale 10%,128390,11672,Synthetic demo mixed sales and receipt 900380,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211007120000,,,,,,,,,C002,Demo Customer Birch,,,,,,,,,,,,,,,
20211007,900380,21,0,,,,,,,,,,,,1,D01,Demo Sales,4010,Demo Service Revenue,C003,Demo Customer Cobalt,B5,Taxable sale 10%,96860,8805,Synthetic demo mixed sales and receipt 900380,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211007120000,,,,,,,,,C003,Demo Customer Cobalt,,,,,,,,,,,,,,,
20211008,900382,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C007,Demo Customer Grove,00,Out of scope,100740,0,1,D01,Demo Sales,4010,Demo Service Revenue,C007,Demo Customer Grove,B5,Taxable sale 10%,100740,9158,Synthetic demo credit sale 900382,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211008120000,C007,Demo Customer Grove,,,,,,,C007,Demo Customer Grove,,,,,,,,,,,,,,,
20211008,900392,21,0,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,110050,0,,,,,,,,,,,,Synthetic demo mixed sales and receipt 900392,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211008120000,B003,Harbor Demo Bank,,,,,,,,,,,,,,,,,,,,,,,
20211008,900392,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C003,Demo Customer Cobalt,00,Out of scope,368460,0,,,,,,,,,,,,Synthetic demo mixed sales and receipt 900392,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211008120000,C003,Demo Customer Cobalt,,,,,,,,,,,,,,,,,,,,,,,
20211008,900392,21,0,,,,,,,,,,,,1,D01,Demo Sales,4000,Demo Product Sales,C004,Demo Customer Dawn,B5,Taxable sale 10%,291890,26535,Synthetic demo mixed sales and receipt 900392,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211008120000,,,,,,,,,C004,Demo Customer Dawn,,,,,,,,,,,,,,,
20211008,900392,21,0,,,,,,,,,,,,1,D01,Demo Sales,4010,Demo Service Revenue,C005,Demo Customer Elm,B5,Taxable sale 10%,186620,16965,Synthetic demo mixed sales and receipt 900392,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211008120000,,,,,,,,,C005,Demo Customer Elm,,,,,,,,,,,,,,,
20211009,900354,21,0,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,451200,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C003,Demo Customer Cobalt,00,Out of scope,451200,0,Synthetic demo customer receipt 900354,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211009120000,B001,Demo Central Bank,,,,,,,C003,Demo Customer Cobalt,,,,,,,,,,,,,,,
20211009,900356,21,0,1,D04,Demo Logistics,5020,Demo Inventory Adjustment,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,268000,24364,1,D04,Demo Logistics,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,00,Out of scope,268000,0,Synthetic demo purchase on account 900356,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211009120000,V001,Demo Vendor Keystone,,,,,,,V001,Demo Vendor Keystone,,,,,,,,,,,,,,,
20211009,900381,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C004,Demo Customer Dawn,00,Out of scope,335100,0,1,D01,Demo Sales,4000,Demo Product Sales,C004,Demo Customer Dawn,B5,Taxable sale 10%,335100,30464,Synthetic demo credit sale 900381,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211009120000,C004,Demo Customer Dawn,,,,,,,C004,Demo Customer Dawn,,,,,,,,,,,,,,,
20211009,900388,21,0,1,D03,Demo Operations,6120,Demo Professional Fees,V001,Demo Vendor Keystone,Q5,Taxable purchase 10%,124270,11297,1,D03,Demo Operations,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,124270,0,Synthetic demo operating expense 900388,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211009120000,V001,Demo Vendor Keystone,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20211010,900398,21,0,1,D06,Demo Management,2200,Demo Short-term Loans,,,00,Out of scope,84420,0,1,D06,Demo Management,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,469040,0,Synthetic demo financing settlement 900398,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211010120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20211010,900398,21,0,1,D06,Demo Management,6070,Demo Bank Fees,B003,Harbor Demo Bank,00,Out of scope,187610,0,,,,,,,,,,,,Synthetic demo financing settlement 900398,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211010120000,B003,Harbor Demo Bank,,,,,,,,,,,,,,,,,,,,,,,
20211010,900398,21,0,1,D06,Demo Management,7000,Demo Taxes and Dues,,,P0,Non-taxable purchase,197010,0,,,,,,,,,,,,Synthetic demo financing settlement 900398,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211010120000,,,,,,,,,,,,,,,,,,,,,,,,,
20211010,900400,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,00,Out of scope,246940,0,1,D01,Demo Sales,4010,Demo Service Revenue,C001,Demo Customer Aurora,B5,Taxable sale 10%,246940,22449,Synthetic demo credit sale 900400,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211010120000,C001,Demo Customer Aurora,,,,,,,C001,Demo Customer Aurora,,,,,,,,,,,,,,,
20211010,900411,21,0,1,D01,Demo Sales,2000,Demo Accounts Payable,V002,Demo Vendor Lattice,00,Out of scope,260030,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900411,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211010120000,V002,Demo Vendor Lattice,,,,,,,,,,,,,,,,,,,,,,,
20211010,900411,21,0,1,D01,Demo Sales,2100,Demo Accrued Payables,V005,Demo Vendor Orchid,00,Out of scope,221520,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900411,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211010120000,V005,Demo Vendor Orchid,,,,,,,,,,,,,,,,,,,,,,,
20211010,900411,21,0,,,,,,,,,,,,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,158910,0,Synthetic demo multi-vendor settlement 900411,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211010120000,,,,,,,,,B001,Demo Central Bank,,,,,,,,,,,,,,,
20211010,900411,21,0,,,,,,,,,,,,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,322640,0,Synthetic demo multi-vendor settlement 900411,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211010120000,,,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20211011,900368,21,0,1,D05,Demo Digital Services,6100,Demo Repairs,V001,Demo Vendor Keystone,Q6,Taxable purchase 8%,154920,11476,1,D05,Demo Digital Services,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,154920,0,Synthetic demo operating expense 900368,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211011120000,V001,Demo Vendor Keystone,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20211011,900394,21,0,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,102750,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C003,Demo Customer Cobalt,00,Out of scope,102750,0,Synthetic demo customer receipt 900394,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211011120000,B002,North Demo Bank,,,,,,,C003,Demo Customer Cobalt,,,,,,,,,,,,,,,
20211012,900360,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,00,Out of scope,302090,0,1,D01,Demo Sales,4000,Demo Product Sales,C001,Demo Customer Aurora,B5,Taxable sale 10%,302090,27463,Synthetic demo credit sale 900360,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211012120000,C001,Demo Customer Aurora,,,,,,,C001,Demo Customer Aurora,,,,,,,,,,,,,,,
20211012,900407,21,0,1,D06,Demo Management,2200,Demo Short-term Loans,,,00,Out of scope,207130,0,1,D06,Demo Management,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,690440,0,Synthetic demo financing settlement 900407,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211012120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20211012,900407,21,0,1,D06,Demo Management,6070,Demo Bank Fees,B003,Harbor Demo Bank,00,Out of scope,62130,0,,,,,,,,,,,,Synthetic demo financing settlement 900407,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211012120000,B003,Harbor Demo Bank,,,,,,,,,,,,,,,,,,,,,,,
20211012,900407,21,0,1,D06,Demo Management,7000,Demo Taxes and Dues,,,P0,Non-taxable purchase,421180,0,,,,,,,,,,,,Synthetic demo financing settlement 900407,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211012120000,,,,,,,,,,,,,,,,,,,,,,,,,
20211014,900377,21,0,1,D06,Demo Management,2200,Demo Short-term Loans,,,00,Out of scope,59760,0,1,D06,Demo Management,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,271640,0,Synthetic demo financing settlement 900377,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211014120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20211014,900377,21,0,1,D06,Demo Management,6070,Demo Bank Fees,B003,Harbor Demo Bank,00,Out of scope,95070,0,,,,,,,,,,,,Synthetic demo financing settlement 900377,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211014120000,B003,Harbor Demo Bank,,,,,,,,,,,,,,,,,,,,,,,
20211014,900377,21,0,1,D06,Demo Management,7000,Demo Taxes and Dues,,,P0,Non-taxable purchase,116810,0,,,,,,,,,,,,Synthetic demo financing settlement 900377,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211014120000,,,,,,,,,,,,,,,,,,,,,,,,,
20211015,900361,21,0,1,D01,Demo Sales,2000,Demo Accounts Payable,V002,Demo Vendor Lattice,00,Out of scope,73490,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900361,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211015120000,V002,Demo Vendor Lattice,,,,,,,,,,,,,,,,,,,,,,,
20211015,900361,21,0,1,D01,Demo Sales,2100,Demo Accrued Payables,V005,Demo Vendor Orchid,00,Out of scope,114960,0,,,,,,,,,,,,Synthetic demo multi-vendor settlement 900361,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211015120000,V005,Demo Vendor Orchid,,,,,,,,,,,,,,,,,,,,,,,
20211015,900361,21,0,,,,,,,,,,,,1,D01,Demo Sales,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,67840,0,Synthetic demo multi-vendor settlement 900361,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211015120000,,,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20211015,900361,21,0,,,,,,,,,,,,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,120610,0,Synthetic demo multi-vendor settlement 900361,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211015120000,,,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20211015,900386,21,0,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,186290,0,,,,,,,,,,,,Synthetic demo mixed sales and receipt 900386,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211015120000,B003,Harbor Demo Bank,,,,,,,,,,,,,,,,,,,,,,,
20211015,900386,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C007,Demo Customer Grove,00,Out of scope,279450,0,,,,,,,,,,,,Synthetic demo mixed sales and receipt 900386,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211015120000,C007,Demo Customer Grove,,,,,,,,,,,,,,,,,,,,,,,
20211015,900386,21,0,,,,,,,,,,,,1,D01,Demo Sales,4000,Demo Product Sales,C008,Demo Customer Halo,B5,Taxable sale 10%,339990,30908,Synthetic demo mixed sales and receipt 900386,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211015120000,,,,,,,,,C008,Demo Customer Halo,,,,,,,,,,,,,,,
20211015,900386,21,0,,,,,,,,,,,,1,D01,Demo Sales,4010,Demo Service Revenue,C009,Demo Customer Indigo,B5,Taxable sale 10%,125750,11432,Synthetic demo mixed sales and receipt 900386,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211015120000,,,,,,,,,C009,Demo Customer Indigo,,,,,,,,,,,,,,,
20211015,900397,21,0,1,D04,Demo Logistics,2000,Demo Accounts Payable,V006,Demo Vendor Prairie,00,Out of scope,169710,0,1,D04,Demo Logistics,1110,Demo North Current Deposit,B002,North Demo Bank,00,Out of scope,169710,0,Synthetic demo vendor settlement 900397,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211015120000,V006,Demo Vendor Prairie,,,,,,,B002,North Demo Bank,,,,,,,,,,,,,,,
20211016,900363,21,0,1,D01,Demo Sales,1100,Demo Central Ordinary Deposit,B001,Demo Central Bank,00,Out of scope,261390,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C010,Demo Customer Juniper,00,Out of scope,261390,0,Synthetic demo customer receipt 900363,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211016120000,B001,Demo Central Bank,,,,,,,C010,Demo Customer Juniper,,,,,,,,,,,,,,,
20211016,900389,21,0,1,D05,Demo Digital Services,1400,Demo Prepaid Expenses,S006,Demo Insurance Services,00,Out of scope,143090,0,1,D05,Demo Digital Services,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,143090,0,Synthetic demo prepaid service 900389,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211016120000,S006,Demo Insurance Services,,,,,,,B003,Harbor Demo Bank,,,,,,,,,,,,,,,
20211016,900391,21,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C004,Demo Customer Dawn,00,Out of scope,100730,0,1,D01,Demo Sales,4010,Demo Service Revenue,C004,Demo Customer Dawn,B5,Taxable sale 10%,100730,9157,Synthetic demo credit sale 900391,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211016120000,C004,Demo Customer Dawn,,,,,,,C004,Demo Customer Dawn,,,,,,,,,,,,,,,
20211017,900404,21,0,1,D01,Demo Sales,1120,Demo Harbor Ordinary Deposit,B003,Harbor Demo Bank,00,Out of scope,358490,0,1,D01,Demo Sales,1200,Demo Accounts Receivable,C003,Demo Customer Cobalt,00,Out of scope,358490,0,Synthetic demo customer receipt 900404,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,20211017120000,B003,Harbor Demo Bank,,,,,,,C003,Demo Customer Cobalt,,,,,,,,,,,,,,,
