伝票日付,伝票番号,仕訳区分,管理仕訳区分,借方税計算モード,借方部門コード,借方部門名,借方科目コード,借方科目名,借方補助コード,借方補助名,借方税区分コード,借方税区分名,借方金額,借方消費税額,貸方税計算モード,貸方部門コード,貸方部門名,貸方科目コード,貸方科目名,貸方補助コード,貸方補助名,貸方税区分コード,貸方税区分名,貸方金額,貸方消費税額,摘要文,数字１,数字２,入力プログラム区分,配賦元税計算,配賦元集計方法,配賦元集計開始日付,配賦元集計終了日付,配賦元管理仕訳区分,配賦元部門コード,配賦元部門名,配賦元科目コード,配賦元科目名,配賦元補助コード,配賦元補助名,配賦元金額,数字３,数字４,数字５,金額１,金額２,金額３,金額４,金額５,文字列１,文字列２,文字列３,文字列４,文字列５,入力日付時間,借方取引先コード,借方取引先名,借方セグメント１コード,借方セグメント１名,借方セグメント２コード,借方セグメント２名,借方セグメント３コード,借方セグメント３名,貸方取引先コード,貸方取引先名,貸方セグメント１コード,貸方セグメント１名,貸方セグメント２コード,貸方セグメント２名,貸方セグメント３コード,貸方セグメント３名,配賦選択,配賦元取引先コード,配賦元取引先名,配賦元セグメント１コード,配賦元セグメント１名,配賦元セグメント２コード,配賦元セグメント２名,配賦元セグメント３コード,配賦元セグメント３名
20210919,82,21,0,1,050,九州営業所,740,車両費,,,Q5,仕入10%,381,34,0,,,,,,,,,,,駐車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,1,21,0,1,000,共通部門,724,福利厚生費,,,Q6,仕入8%軽,21600,1600,0,000,共通部門,111,現金,,,00,対象外,21600,0,残業夜食　軽減税率,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,6,21,0,1,010,札幌営業所,732,広告宣伝費,,,Q5,仕入10%,5000,454,1,000,共通部門,111,現金,,,00,対象外,5000,0,広告料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,31,21,0,1,010,札幌営業所,754,事務用消耗品費,,,Q5,仕入10%,2813,255,1,000,共通部門,322,未払金,,,00,対象外,2813,0,コピー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,48,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,4303,391,1,000,共通部門,111,現金,,,00,対象外,4303,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,53,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,2381,216,1,000,共通部門,111,現金,,,00,対象外,3572,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,53,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,1191,108,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,69,21,0,1,030,名古屋支店,791,雑費,,,Q5,仕入10%,5000,454,1,000,共通部門,322,未払金,,,00,対象外,5000,0,有線,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,71,21,0,1,020,東京支店,754,事務用消耗品費,,,Q5,仕入10%,5981,543,1,000,共通部門,322,未払金,,,00,対象外,35184,0,事務用品,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,71,21,0,1,020,東京支店,754,事務用消耗品費,,,Q5,仕入10%,29203,2654,0,,,,,,,,,,,カウンター料金,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,72,21,0,1,050,九州営業所,754,事務用消耗品費,,,Q5,仕入10%,6300,572,1,000,共通部門,322,未払金,,,00,対象外,6300,0,カウンター料金,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,78,21,0,1,000,共通部門,737,消耗品費,,,Q5,仕入10%,35038,3185,1,000,共通部門,322,未払金,,,00,対象外,300978,0,ファイル等,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,78,21,0,1,000,共通部門,737,消耗品費,,,Q5,仕入10%,265940,24176,0,,,,,,,,,,,飲料水,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,97,21,0,1,030,名古屋支店,754,事務用消耗品費,,,Q5,仕入10%,36448,3313,1,000,共通部門,322,未払金,,,00,対象外,36448,0,コピー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,98,21,0,1,030,名古屋支店,754,事務用消耗品費,,,Q5,仕入10%,5123,465,1,000,共通部門,322,未払金,,,00,対象外,5123,0,事務用品,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,101,21,0,1,040,大阪支店,732,広告宣伝費,,,Q5,仕入10%,52500,4772,1,000,共通部門,322,未払金,,,00,対象外,52500,0,広告料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,105,21,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,10130263,0,1,000,共通部門,150,受取手形,,,00,対象外,10130263,0,手形満期 株式会社緑野百貨店 | 手形番号=R20210731-120-12;受取額に決済額を訂正,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,107,21,0,1,000,共通部門,111,現金,,,00,対象外,692628,0,1,000,共通部門,152,売掛金,11,株式会社楓屋,00,対象外,692628,0,9月20日伝票No310株式会社楓屋,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,107,21,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,15000000,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,15000000,0,資金移動,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,108,21,0,1,000,共通部門,131,普通預金,30,GHI銀行 名古屋,00,対象外,2661050,0,1,000,共通部門,152,売掛金,21,合同会社つばさ商店,00,対象外,2661050,0,9月20日伝票No311合同会社つばさ商店,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,108,21,0,1,030,名古屋支店,741,支払手数料,,,Q5,仕入10%,630,57,1,000,共通部門,152,売掛金,21,合同会社つばさ商店,00,対象外,630,0,9月20日伝票No311合同会社つばさ商店,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,109,21,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,913719,0,1,000,共通部門,152,売掛金,30,株式会社彩雲トレーディング,00,対象外,913719,0,9月20日伝票No312株式会社彩雲トレーディング,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,109,21,0,1,020,東京支店,741,支払手数料,,,Q5,仕入10%,735,66,1,000,共通部門,152,売掛金,30,株式会社彩雲トレーディング,00,対象外,735,0,9月20日伝票No312株式会社彩雲トレーディング,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,110,21,0,1,000,共通部門,312,買掛金,4,株式会社和泉流通,00,対象外,944145,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,944145,0,9月20日伝票No226株式会社和泉流通,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,111,21,0,1,000,共通部門,312,買掛金,6,株式会社日向産業,00,対象外,3600809,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,3600809,0,9月20日伝票No227株式会社日向産業,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,112,21,0,1,000,共通部門,312,買掛金,11,株式会社花園商会,00,対象外,4398969,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,4398969,0,9月20日伝票No229株式会社花園商会,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,118,21,0,1,040,大阪支店,754,事務用消耗品費,,,Q5,仕入10%,7198,654,1,000,共通部門,322,未払金,,,00,対象外,7198,0,コピー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:46,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,135,21,0,1,040,大阪支店,754,事務用消耗品費,,,Q5,仕入10%,5730,520,1,000,共通部門,322,未払金,,,00,対象外,5730,0,事務用品,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,138,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,3410,310,1,000,共通部門,111,現金,,,00,対象外,24929,0,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,138,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,2524,229,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,138,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,3667,333,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,138,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,1905,173,0,,,,,,,,,,,洗車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,138,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,8560,778,0,,,,,,,,,,,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,138,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,572,52,0,,,,,,,,,,,ウォッシャー液代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,138,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,4291,390,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,141,21,0,1,040,大阪支店,726,旅費交通費,,,Q5,仕入10%,8500,772,1,000,共通部門,111,現金,,,00,対象外,8500,0,架空鉄道会社A代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210920,163,21,0,1,050,九州営業所,742,諸会費,,,00,対象外,18000,0,1,000,共通部門,111,現金,,,00,対象外,18000,0,会費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,34,21,0,1,010,札幌営業所,736,水道光熱費,,,Q5,仕入10%,74629,6784,1,000,共通部門,131,普通預金,10,DEF銀行 駅前,00,対象外,78875,0,電気代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,34,21,0,1,010,札幌営業所,736,水道光熱費,,,Q5,仕入10%,4246,386,0,,,,,,,,,,,水道代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,64,21,0,1,020,東京支店,736,水道光熱費,,,Q5,仕入10%,179448,16313,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,186761,0,電気料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,64,21,0,1,020,東京支店,736,水道光熱費,,,Q5,仕入10%,7313,664,0,,,,,,,,,,,水道料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,89,21,0,1,030,名古屋支店,736,水道光熱費,,,Q5,仕入10%,78757,7159,1,000,共通部門,131,普通預金,30,GHI銀行 名古屋,00,対象外,86005,0,電気料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,89,21,0,1,030,名古屋支店,736,水道光熱費,,,Q5,仕入10%,3425,311,0,,,,,,,,,,,水道料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,89,21,0,1,030,名古屋支店,736,水道光熱費,,,Q5,仕入10%,3823,347,0,,,,,,,,,,,ガス代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,132,21,0,1,040,大阪支店,736,水道光熱費,,,Q5,仕入10%,107691,9790,1,000,共通部門,131,普通預金,40,JKL銀行 梅田,00,対象外,113999,0,電気代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,132,21,0,1,040,大阪支店,736,水道光熱費,,,Q5,仕入10%,6308,573,0,,,,,,,,,,,水道代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,154,21,0,1,050,九州営業所,733,交際接待費,,,Q5,仕入10%,23610,2146,1,000,共通部門,322,未払金,,,00,対象外,57325,0,飲食代 架空店舗083 4名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,154,21,0,1,050,九州営業所,733,交際接待費,,,Q5,仕入10%,33715,3065,0,,,,,,,,,,,飲食代 架空店舗015,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,160,21,0,1,020,東京支店,726,旅費交通費,,,Q5,仕入10%,70000,6363,1,000,共通部門,111,現金,,,00,対象外,70000,0,出張旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,169,21,0,1,050,九州営業所,736,水道光熱費,,,Q5,仕入10%,102337,9303,1,000,共通部門,131,普通預金,50,MNO銀行 北九州,00,対象外,107895,0,電気料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210921,169,21,0,1,050,九州営業所,736,水道光熱費,,,Q5,仕入10%,5558,505,0,,,,,,,,,,,水道料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210922,38,21,0,1,020,東京支店,724,福利厚生費,,,Q5,仕入10%,48164,4378,1,000,共通部門,322,未払金,,,00,対象外,48164,0,宿泊費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210922,61,21,0,1,050,九州営業所,724,福利厚生費,,,Q5,仕入10%,10900,990,1,000,共通部門,322,未払金,,,00,対象外,10900,0,お茶代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210922,67,21,0,1,010,札幌営業所,791,雑費,,,Q5,仕入10%,1581,143,1,000,共通部門,111,現金,,,00,対象外,1581,0,ティッシュペーパー他,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210922,75,21,0,1,020,東京支店,733,交際接待費,,,Q5,仕入10%,10460,950,1,000,共通部門,111,現金,,,00,対象外,10460,0,飲食代 架空店舗016 2名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210922,90,21,0,1,030,名古屋支店,791,雑費,,,Q5,仕入10%,10500,954,1,000,共通部門,111,現金,,,00,対象外,10500,0,架空清掃会社A代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210922,95,21,0,1,030,名古屋支店,791,雑費,,,Q5,仕入10%,71675,6515,1,000,共通部門,322,未払金,,,00,対象外,71675,0,清掃料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210922,107,21,0,1,040,大阪支店,733,交際接待費,,,Q5,仕入10%,10000,909,1,000,共通部門,111,現金,,,00,対象外,10000,0,お見舞い,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210922,153,21,0,1,030,名古屋支店,733,交際接待費,,,Q5,仕入10%,1260,114,1,000,共通部門,111,現金,,,00,対象外,1260,0,コーヒー代2名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210922,166,21,0,1,050,九州営業所,791,雑費,,,Q5,仕入10%,1890,171,1,000,共通部門,111,現金,,,00,対象外,1890,0,架空清掃会社A代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210923,3,21,0,1,010,札幌営業所,724,福利厚生費,,,Q5,仕入10%,28851,2622,1,000,共通部門,322,未払金,,,00,対象外,28851,0,宿泊代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210923,26,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,11000,1000,1,000,共通部門,111,現金,,,00,対象外,11000,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210923,28,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,2420,220,1,000,共通部門,322,未払金,,,00,対象外,2420,0,タクシー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210923,54,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,4600,418,1,000,共通部門,111,現金,,,00,対象外,4600,0,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210923,140,21,0,1,040,大阪支店,726,旅費交通費,,,Q5,仕入10%,23500,2136,1,000,共通部門,111,現金,,,00,対象外,23500,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210924,62,21,0,1,020,東京支店,727,通信費,,,Q5,仕入10%,100596,9145,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,100596,0,携帯代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210924,71,21,0,1,040,大阪支店,791,雑費,,,Q5,仕入10%,963,87,1,000,共通部門,111,現金,,,00,対象外,963,0,ティッシュ代他,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210924,109,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,45400,4127,1,000,共通部門,322,未払金,,,00,対象外,45400,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210924,120,21,0,1,040,大阪支店,728,販売手数料,,,Q5,仕入10%,504000,45818,1,000,共通部門,322,未払金,,,00,対象外,504000,0,業務委託費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210924,144,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,6172,561,1,000,共通部門,111,現金,,,00,対象外,14649,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210924,144,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,8477,770,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210924,146,21,0,1,050,九州営業所,728,販売手数料,,,Q5,仕入10%,147000,13363,1,000,共通部門,322,未払金,,,00,対象外,147000,0,業務委託費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210925,29,21,0,1,010,札幌営業所,727,通信費,,,Q5,仕入10%,94547,8595,1,000,共通部門,131,普通預金,10,DEF銀行 駅前,00,対象外,94547,0,携帯電話代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210925,35,21,0,1,010,札幌営業所,739,新聞図書費,,,Q5,仕入10%,3925,356,1,000,共通部門,111,現金,,,00,対象外,3925,0,新聞代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210925,78,21,0,1,030,名古屋支店,728,販売手数料,,,Q5,仕入10%,193359,17578,1,000,共通部門,322,未払金,,,00,対象外,193359,0,業務委託費支払い,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210925,89,21,0,1,020,東京支店,711,役員報酬,,,00,対象外,1720000,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,1130529,0,9月給与その他 0001 役員,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210925,89,21,0,0,,,,,,,,,,,1,000,共通部門,326,預り金,1,保険料,00,対象外,112236,0,9月給与その他 0001 役員,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210925,89,21,0,0,,,,,,,,,,,1,000,共通部門,326,預り金,2,住民税,00,対象外,171200,0,9月給与その他 0001 役員,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210925,89,21,0,0,,,,,,,,,,,1,000,共通部門,326,預り金,3,源泉税,00,対象外,166343,0,9月給与その他 0001 役員,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
20210925,89,21,0,0,,,,,,,,,,,1,000,共通部門,326,預り金,4,貯蓄・保険,00,対象外,133972,0,9月給与その他 0001 役員,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:55:47,,,,,,,,,,,,,,,,,,,,,,,,,
